,3.48833,72.863
OIAI,32.0024,49.2704
OIBH,27.2127,54.3186
OIBI,27.4814,52.6155
OIFH,32.567,51.6916
OIFP,32.6211,51.697
OIHS,35.2116,48.6534
OIIA,35.9521,50.4508
OIIC,34.984,50.8062
OIID,35.703,51.4751
OIIG,35.6448,51.3807
OIIM,35.7763,50.881
OIKQ,26.7546,55.9024
OIM,34.782,139.36
OIR,42.0717,139.433
OIT,33.4794,131.737
OIZS,27.4193,62.3158
OJ40,31.8256,36.782
OJC,38.8476,-94.7376
OJHF,32.1607,37.1494
OJJR,31.8647,35.2192
OKA,26.1958,127.646
OKAS,29.3467,47.5208
OKC,35.3931,-97.6007
OKD,43.1174,141.381
OKE,27.4255,128.701
OKF,-19.1492,15.9119
OKI,36.1811,133.325
OKJ,34.7569,133.855
OKK,40.5282,-86.059
OKL,-4.9071,140.628
OKM,35.6681,-95.9487
OKN,-0.665214,13.6731
OKO,35.7485,139.348
OKR,-9.7528,143.406
OKU,-18.8128,17.0594
OKY,-27.4114,151.735
OLA,63.6989,9.604
OLB,40.8987,9.51763
OLC,-3.46793,-68.9204
OLF,48.0945,-105.575
OLJ,-14.8817,166.558
OLL,-1.22667,15.91
OLM,46.9694,-122.903
OLP,-30.485,136.877
OLRA,33.8508,35.9877
OLS,31.4177,-110.848
OLV,34.9787,-89.7869
OLZ,60.3975,120.471
OMA,41.3032,-95.8941
OMAH,24.074,52.4636
OMAJ,24.1874,52.614
OMAR,24.7805,52.5599
OMAS,25.1462,52.8737
OMAZ,24.8625,53.0771
OMB,-1.57473,9.26269
OMC,11.058,124.565
OMD,-28.5847,16.4467
OME,64.5122,-165.445
OMF,32.3564,36.2592
OMH,37.6681,45.0687
OMI,30.8352,49.5349
OMO,43.2829,17.8459
OMR,47.0253,21.9025
OMS,54.967,73.3105
OND,-17.8782,15.9526
ONG,-16.6625,139.178
ONJ,40.1919,140.371
ONK,68.515,112.48
ONO,44.0205,-117.014
ONP,44.5804,-124.058
ONQ,41.5064,32.0886
ONS,-21.6683,115.113
ONT,34.056,-117.601
ONX,9.35664,-79.8674
OOK,60.5414,-165.087
OOL,-28.1644,153.505
OOM,-36.3006,148.974
OPF,25.907,-80.2784
OPLH,31.4948,74.3462
OPMK,25.6825,69.0728
OPMR,24.8936,66.9388
OPO,41.2481,-8.68139
OPOK,30.741,73.3577
OPQS,33.5602,73.0332
OPRN,33.6167,73.0992
OPRQ,30.7581,72.2825
OPRS,34.0811,71.9726
OPS,-11.885,-55.5861
OPSF,24.8742,67.1185
OPU,-8.05,142.933
ORA,-23.1528,-64.3292
ORB,59.2237,15.038
ORD,41.9786,-87.9048
ORE,47.9878,1.76056
ORF,36.8946,-76.2012
ORG,5.81108,-55.1907
ORH,42.2673,-71.8757
ORJ,4.72527,-60.035
ORK,51.8413,-8.49111
ORL,28.5455,-81.3329
ORN,35.6239,-0.621183
ORP,-21.2667,25.3167
ORSH,34.6732,43.543
ORT,62.9613,-141.929
ORTF,36.2831,42.403
ORTI,33.5239,44.2567
ORTL,30.9358,46.0901
ORU,-17.9626,-67.0762
ORUB,32.482,45.7571
ORV,66.8179,-161.019
ORW,25.2747,64.586
ORX,-1.71408,-55.8362
ORY,48.7233,2.37944
OSC,44.4516,-83.3941
OSD,63.1944,14.5003
OSF,55.5117,37.5072
OSH,43.9844,-88.557
OSI,45.4627,18.8102
OSK,57.3505,16.498
OSL,60.121,11.0502
OSM,36.3058,43.1474
OSN,37.0906,127.03
OSP,54.4789,17.1075
OSR,49.6963,18.1111
OSS,40.609,72.7933
OST,51.1989,2.86222
OSU,40.0798,-83.073
OSW,51.0725,58.5956
OSY,64.4722,11.5786
OTH,43.4171,-124.246
OTI,2.04599,128.325
OTJ,-20.4347,16.6608
OTK,45.4182,-123.814
OTM,41.1066,-92.4479
OTP,44.5711,26.085
OTR,8.60156,-82.9686
OTU,7.01037,-74.7155
OTZ,66.8847,-162.599
OUA,12.3532,-1.51242
OUD,34.7872,-1.92399
OUE,1.61599,16.0379
OUH,-33.607,22.189
OUK,60.4252,-0.75
OUL,64.9301,25.3546
OUZ,22.7564,-12.4836
OVA,-24.2357,45.3045
OVB,55.0126,82.6507
OVD,43.5636,-6.03462
OVG,-34.5549,20.2507
OVR,-36.89,-60.2166
OVS,61.3266,63.6019
OWB,37.7401,-87.1668
OWD,42.1905,-71.1729
OXB,11.8948,-15.6537
OXC,41.4786,-73.1352
OXF,51.8369,-1.32
OXR,34.2008,-119.207
OYA,-29.1058,-59.2189
OYBA,18.7193,50.8369
OYE,1.54311,11.5814
OYK,3.85549,-51.7969
OYL,3.46972,39.1014
OYO,-38.3869,-60.3297
OYP,3.8976,-51.8041
OZA,30.7353,-101.203
OZC,8.17851,123.842
OZG,30.3203,-5.86667
OZH,47.867,35.3157
OZP,37.1749,-5.61594
OZR,31.2757,-85.7134
OZZ,30.9391,-6.90943
PAA,16.8937,97.6746
PAB,21.9884,82.111
PABV,61.4165,-149.507
PAC,8.97334,-79.5556
PACL,64.3012,-149.12
PAD,51.6141,8.61632
PAE,47.9063,-122.282
PAFE,56.9614,-133.91
PAG,7.83073,123.461
PAH,37.0608,-88.7738
PAHV,63.8662,-148.969
PAJ,33.9021,70.0716
PAL,5.48361,-74.6574
PALH,61.1869,-149.965
PAM,30.0696,-85.5754
PAN,6.78546,101.154
PAO,37.4611,-122.115
PAP,18.58,-72.2925
PAQ,61.5949,-149.089
PAQC,55.5547,-133.102
PAS,37.0205,25.1132
PAT,25.5913,85.088
PATJ,63.3033,-143.001
PAV,-9.40088,-38.2506
PAWR,60.7772,-148.722
PAWT,70.6134,-159.86
PAX,19.9336,-72.8486
PAZ,20.6027,-97.4608
PBC,19.1581,-98.3714
PBD,21.6487,69.6572
PBF,34.1731,-91.9356
PBG,44.6509,-73.4681
PBH,27.4032,89.4246
PBI,26.6832,-80.0956
PBJ,-16.439,168.257
PBL,10.4805,-68.073
PBM,5.45283,-55.1878
PBN,-10.722,13.7655
PBO,-23.1711,117.745
PBP,9.85611,-85.3708
PBQ,-11.6416,-61.1791
PBR,15.7309,-88.5838
PBU,27.3299,97.4263
PBZ,-34.0882,23.3287
PCB,-6.33696,106.765
PCD,43.0193,-91.1237
PCF,-26.671,27.0819
PCL,-8.37794,-74.5743
PCN,-41.3461,173.956
PCP,1.66294,7.41174
PCQ,21.6475,101.9
PCR,6.18472,-67.4932
PCS,-7.06206,-41.5237
PDA,3.85353,-67.9062
PDG,-0.786917,100.281
PDK,33.8756,-84.302
PDL,37.7412,-25.6979
PDO,-3.28607,103.88
PDP,-34.8551,-55.0943
PDS,28.6274,-100.535
PDT,45.6951,-118.841
PDU,-32.3633,-58.0619
PDV,42.0678,24.8508
PDX,45.5887,-122.598
PEA,-35.7558,137.963
PED,50.0134,15.7386
PEE,57.9145,56.0212
PEF,54.1578,13.7744
PEG,43.0959,12.5132
PEH,-35.8446,-61.8576
PEI,4.81267,-75.7395
PEK,40.0801,116.585
PEM,-12.6136,-69.2286
PEN,5.29714,100.277
PEQ,31.3824,-103.511
PER,-31.9403,115.967
PES,61.8852,34.1547
PET,-31.7184,-52.3277
PEU,15.2622,-83.7812
PEV,45.9909,18.241
PEW,33.9939,71.5146
PEX,65.1211,57.1308
PEZ,53.1106,45.0211
PFB,-28.244,-52.3266
PFJ,65.5558,-23.965
PFN,30.2121,-85.6828
PFO,34.718,32.4857
PFQ,39.6036,47.8815
PFR,-4.32992,20.5901
PGA,36.9261,-111.448
PGD,26.9202,-81.9905
PGF,42.7404,2.87067
PGH,29.0334,79.4737
PGK,-2.1622,106.139
PGU,27.3796,52.7377
PGV,35.6352,-77.3853
PGX,45.1981,0.815556
PGZ,-25.1847,-50.1441
PHA,11.6335,108.952
PHB,-2.89375,-41.732
PHC,5.01549,6.94959
PHD,40.4709,-81.4197
PHE,-20.3778,118.626
PHF,37.1319,-76.493
PHK,26.785,-80.6934
PHL,39.8719,-75.2411
PHN,42.911,-82.5289
PHS,16.7829,100.279
PHW,-23.9372,31.1554
PHX,33.4343,-112.012
PHY,16.676,101.195
PIA,40.6642,-89.6933
PIB,31.4671,-89.3371
PID,25.083,-77.3
PIE,27.9102,-82.6874
PIF,22.7002,120.482
PIH,42.9098,-112.596
PIK,55.5094,-4.58667
PIL,-26.8812,-58.318
PIM,32.8407,-84.8824
PIN,-2.67302,-56.7772
PIO,-13.7449,-76.2203
PIP,57.5804,-157.572
PIR,44.3827,-100.286
PIS,46.5877,0.306666
PIT,40.4915,-80.2329
PIU,-5.20575,-80.6164
PIW,55.5889,-97.1642
PIX,38.5543,-28.4413
PIZ,69.7329,-163.005
PJA,67.2456,23.0689
PJC,-22.64,-55.83
PJG,26.9545,64.1325
PJM,8.53333,-83.3
PKA,60.7029,-161.778
PKB,39.3451,-81.4392
PKC,53.1679,158.454
PKE,-33.1314,148.239
PKG,4.24472,100.553
PKH,37.2975,23.1478
PKK,21.4043,95.1112
PKN,-2.7052,111.673
PKO,9.35769,2.60968
PKP,-14.8095,-138.813
PKR,28.2009,83.9821
PKRO,9.39689,167.471
PKT,-14.25,129.529
PKU,0.460786,101.445
PKV,57.7839,28.3956
PKW,-22.0583,27.8288
PKX,39.5099,116.411
PKY,-2.22513,113.943
PKZ,15.1321,105.781
PLD,9.87051,-85.4814
PLH,50.4228,-4.10583
PLL,-3.14604,-59.9863
PLM,-2.89825,104.7
PLN,45.5709,-84.7967
PLO,-34.6053,135.88
PLP,8.40667,-78.1417
PLQ,55.9732,21.0939
PLS,21.7736,-72.2659
PLU,-19.8512,-43.9506
PLV,49.5686,34.3972
PLW,-0.918542,119.91
PLX,50.3513,80.2344
PLZ,-33.9849,25.6173
PMA,-5.25726,39.8114
PMB,48.9425,-97.2408
PMC,-41.4389,-73.094
PMD,34.6294,-118.085
PMF,44.8245,10.2964
PMG,-22.5496,-55.7026
PMH,38.8405,-82.8473
PMI,39.5517,2.73881
PMK,-18.7553,146.581
PML,56.006,-160.561
PMO,38.176,13.091
PMQ,-46.5379,-70.9787
PMR,-40.3206,175.617
PMS,34.5574,38.3169
PMV,10.9126,-63.9666
PMW,-10.2915,-48.357
PMY,-42.7592,-65.1027
PMZ,8.95103,-83.4686
PNA,42.77,-1.64633
PNB,-10.7194,-48.3997
PNC,36.732,-97.0998
PNE,40.0819,-75.0106
PNH,11.5466,104.844
PNI,6.9851,158.209
PNK,-0.150711,109.404
PNL,36.8165,11.9689
PNP,-8.80454,148.309
PNQ,18.5821,73.9197
PNR,-4.81603,11.8866
PNS,30.4734,-87.1866
PNT,-51.6715,-72.5284
PNV,55.7294,24.4608
PNY,11.968,79.812
PNZ,-9.36241,-40.5691
POA,-29.9944,-51.1714
POB,35.1709,-79.0145
POC,34.0916,-117.782
POE,31.0448,-93.1917
POF,36.7739,-90.3249
POG,-0.711739,8.75438
POI,-19.5431,-65.7237
POJ,-18.6728,-46.4912
POL,-12.9918,40.524
POM,-9.44338,147.22
POO,-21.843,-46.5679
POP,19.7579,-70.57
POR,61.4617,21.8
POS,10.5954,-61.3372
POT,18.1988,-76.5345
POU,41.6266,-73.8842
POW,45.4734,13.615
POX,49.0967,2.04083
POZ,52.421,16.8263
PPA,35.613,-100.996
PPB,-22.1751,-51.4246
PPC,66.8141,-150.644
PPE,31.352,-113.305
PPF,37.3299,-95.5062
PPG,-14.331,-170.71
PPI,-33.2389,137.995
PPK,54.7747,69.1839
PPL,27.5178,86.5845
PPM,26.2471,-80.1111
PPN,2.4544,-76.6093
PPP,-20.495,148.552
PPQ,-40.9047,174.989
PPR,0.845431,100.37
PPS,9.74212,118.759
PPT,-17.5537,-149.607
PPW,59.3517,-2.90028
PPY,-22.2892,-45.9191
PQC,10.1698,103.993
PQI,46.689,-68.0448
PQM,17.5332,-92.0155
PQQ,-31.4358,152.863
PRA,-31.7948,-60.4804
PRB,35.6729,-120.627
PRC,34.6545,-112.42
PRG,50.1008,14.26
PRH,18.1322,100.165
PRI,-4.31929,55.6914
PRM,37.1493,-8.58396
PRN,42.5728,21.0358
PRP,41.6606,8.88975
PRQ,-26.7536,-60.4922
PRU,18.8245,95.266
PRV,49.4258,17.4047
PRX,33.6366,-95.4508
PRY,-25.6539,28.2242
PRZ,44.287,-120.904
PSA,43.6839,10.3927
PSC,46.2647,-119.119
PSD,31.2794,32.24
PSE,18.0083,-66.563
PSG,56.8017,-132.945
PSH,54.3089,8.68694
PSI,25.2905,63.3451
PSJ,-1.41675,120.658
PSL,56.4392,-3.37222
PSM,43.0779,-70.8233
PSO,1.39625,-77.2915
PSP,33.8297,-116.507
PSR,42.4317,14.1811
PSS,-27.3858,-55.9707
PSU,0.835578,112.937
PSX,28.7275,-96.251
PSY,-51.6857,-57.7776
PSZ,-18.9753,-57.8206
PTA,60.2017,-154.326
PTB,37.1838,-77.5074
PTF,-17.7779,177.197
PTG,-23.8453,29.4586
PTH,56.9591,-158.633
PTJ,-38.3181,141.471
PTK,42.6655,-83.4201
PTM,7.56667,-70.1833
PTP,16.2653,-61.5318
PTT,37.7016,-98.7469
PTU,59.0114,-161.82
PTX,1.85777,-76.0857
PTY,9.07136,-79.3835
PTZ,-1.50524,-78.0627
PUB,38.2891,-104.497
PUC,39.6139,-110.751
PUD,-47.7353,-65.9041
PUE,8.667,-77.418
PUF,43.38,-0.418611
PUG,-32.5069,137.717
PUJ,18.5674,-68.3634
PUK,-18.2956,-137.017
PUQ,-53.0026,-70.8546
PUR,-11.1077,-67.5512
PUS,35.1795,128.938
PUT,14.1493,77.7911
PUU,0.505228,-76.5008
PUW,46.7439,-117.11
PUY,44.8935,13.9222
PUZ,14.0472,-83.3867
PVA,13.3569,-81.3583
PVC,42.0719,-70.2214
PVD,41.7326,-71.4204
PVG,31.1434,121.805
PVH,-8.70929,-63.9023
PVK,38.9255,20.7653
PVL,37.5618,-82.5664
PVO,-1.04165,-80.4722
PVR,20.6801,-105.254
PVS,64.3781,-173.243
PVU,40.2192,-111.723
PWA,35.5342,-97.6471
PWE,69.7833,170.597
PWK,42.1142,-87.9015
PWM,43.6462,-70.3093
PWQ,52.195,77.0739
PWT,47.4902,-122.765
PWY,42.7955,-109.807
PXH,-29.716,135.524
PXM,15.8769,-97.0891
PXO,33.0734,-16.35
PXR,14.8683,103.498
PXU,14.0045,108.017
PYB,18.88,82.552
PYE,-9.01437,-158.032
PYH,5.61999,-67.6061
PYJ,66.4004,112.03
PYK,35.7761,50.8267
PYM,41.909,-70.7288
PYR,37.9207,21.2926
PYY,19.372,98.437
PZA,5.87615,-71.8866
PZB,-29.649,30.3987
PZE,50.1281,-5.51845
PZH,31.3584,69.4636
PZI,26.54,101.799
PZL,-27.8494,32.3097
PZO,8.28853,-62.7604
PZS,-38.7668,-72.6371
PZU,19.4336,37.2341
PZY,48.6252,17.8284
QBC,52.3875,-126.596
QCJ,-22.9395,-48.468
QCY,53.093,-0.166014
QDJ,34.6657,3.351
QEF,49.96,8.64583
QFG,60.6197,-45.9141
QFO,52.0908,0.131944
QGQ,67.9407,-53.6219
QGU,35.3941,136.87
QHP,-23.0401,-45.516
QHR,8.7163,39.0059
QIG,-6.34664,-39.2938
QJB,27.039,49.4051
QJE,68.8579,-53.1233
QJI,68.6343,-51.8323
QKX,69.0403,23.034
QLA,51.1872,-1.0335
QLD,36.5036,2.81417
QLF,61.1442,25.6935
QLP,44.088,9.98795
QLR,39.8283,-8.8875
QLS,46.5453,6.61667
QLT,41.5424,12.909
QNC,46.9575,6.86472
QND,45.3858,19.8392
QNJ,46.192,6.26839
QNV,-22.7453,-43.4603
QOW,5.42706,7.20603
QPA,45.3958,11.8479
QPD,22.4214,-83.6784
QPG,1.36042,103.91
QPS,-21.9846,-47.3348
QPW,68.3127,-53.4602
QQT,69.9959,-51.3009
QRA,-26.2425,28.1512
QRC,-34.1737,-70.7757
QRM,-32.2147,148.225
QRO,20.6173,-100.186
QRR,-31.7333,147.803
QRW,5.59611,5.81778
QRY,68.1409,-53.4415
QSA,41.5209,2.10508
QSC,-21.8754,-47.9037
QSF,36.1781,5.32449
QSI,-3.36333,37.3269
QSN,22.7561,-81.9209
QSR,40.6204,14.9113
QSZ,38.2811,77.0752
QUG,50.8594,-0.759167
QUO,4.8725,8.093
QUY,52.3572,-0.107833
QXH,52.2036,13.1564
QYD,54.5797,18.5172
RAB,-4.34046,152.38
RAC,42.7606,-87.8152
RAE,30.9066,41.1382
RAH,29.6264,43.4906
RAI,14.9245,-23.4935
RAJ,22.3092,70.7795
RAK,31.6069,-8.0363
RAL,33.9519,-117.445
RAM,-12.3564,134.898
RAO,-21.1364,-47.7767
RAP,44.0453,-103.057
RAQ,-4.76056,122.569
RAR,-21.2027,-159.806
RAS,37.3233,49.6178
RAT,62.1586,77.3289
RAZ,33.8497,73.7981
RBA,34.0515,-6.75152
RBB,-4.40634,-59.6024
RBD,32.6809,-96.8682
RBE,13.73,106.987
RBK,33.5742,-117.128
RBL,40.1507,-122.252
RBM,48.9008,12.5167
RBQ,-14.4279,-67.4968
RBR,-9.86889,-67.8981
RBV,-8.16806,157.643
RBX,6.825,29.669
RBY,64.7272,-155.47
RCA,44.145,-103.104
RCAY,22.7825,120.263
RCB,-28.741,32.0921
RCDC,22.6724,120.462
RCDI,24.8551,121.238
RCGM,25.0566,121.244
RCH,11.5262,-72.926
RCL,-15.472,167.835
RCM,-20.7019,143.115
RCO,45.8878,-0.983056
RCQ,-29.2103,-59.68
RCQS,22.7931,121.182
RCS,51.3519,0.503333
RCU,-33.0851,-64.2613
RCY,23.6844,-74.8362
RDB,68.0321,-162.899
RDC,-8.03329,-49.9799
RDD,40.509,-122.293
RDG,40.3785,-75.9652
RDM,44.2541,-121.15
RDN,5.76528,103.007
RDO,51.3892,21.2133
RDP,23.6225,87.243
RDR,47.9611,-97.4012
RDS,-37.3906,-68.9042
RDU,35.8776,-78.7875
RDZ,44.4079,2.48267
REA,-18.4659,-136.44
REB,53.3064,12.7522
REC,-8.12649,-34.9236
REG,38.0712,15.6516
REL,-43.2105,-65.2703
REN,51.7958,55.4567
REP,13.4107,103.813
RER,14.521,-91.6973
RES,-27.45,-59.0561
RET,67.5278,12.1033
REU,41.1474,1.16717
REX,26.0089,-98.2285
REY,-14.3044,-67.3534
REZ,-22.4785,-44.4803
RFD,42.1954,-89.0972
RFP,-16.7229,-151.466
RFS,13.8897,-84.4089
RGA,-53.7777,-67.7494
RGI,-14.9543,-147.661
RGK,51.9667,85.8333
RGL,-51.6089,-69.3126
RGN,16.9073,96.1332
RGO,41.4285,129.648
RGS,42.3576,-3.62076
RGT,-0.352808,102.335
RHD,-27.4966,-64.936
RHE,49.31,4.05
RHI,45.6312,-89.4675
RHO,36.4054,28.0862
RHP,27.394,86.0614
RHT,39.225,101.546
RHV,37.3329,-121.819
RIA,-29.7114,-53.6882
RIB,-11,-66
RIC,37.5052,-77.3197
RIH,8.37588,-80.1279
RIJ,-6.06786,-77.16
RIL,39.5263,-107.727
RIN,-8.12639,157.143
RIS,45.242,141.186
RIV,33.8807,-117.259
RIW,43.0642,-108.46
RIX,56.9236,23.9711
RIY,14.6626,49.375
RIZ,35.405,119.324
RJA,17.1104,81.8182
RJAN,34.3694,139.269
RJAZ,34.19,139.134
RJB,26.5101,86.7339
RJBK,34.5908,133.933
RJCA,43.7947,142.365
RJCJ,42.7945,141.666
RJCS,43.4252,144.741
RJCT,42.8905,143.158
RJDK,33.0131,129.192
RJDO,33.1908,129.09
RJFA,33.8831,130.653
RJFN,32.0836,131.451
RJFY,31.3676,130.845
RJFZ,33.685,131.04
RJH,24.4372,88.6165
RJK,45.2169,14.5703
RJL,42.461,-2.32224
RJN,30.2977,56.0511
RJNH,34.7502,137.703
RJNY,34.8128,138.298
RJOE,34.5333,136.672
RJOF,34.0347,131.549
RJOY,34.5963,135.603
RJOZ,34.0453,131.052
RJST,38.4049,141.22
RJTE,34.9871,139.829
RJTF,35.6717,139.528
RJTJ,35.8419,139.411
RJTK,35.3983,139.91
RJTL,35.7989,140.011
RJTR,35.5138,139.394
RJTU,36.5145,139.871
RKD,44.0601,-69.0992
RKDU,37.4792,130.896
RKE,55.5856,12.1314
RKH,34.9878,-81.0572
RKND,38.1426,128.599
RKO,-2.09912,99.7007
RKP,28.0868,-97.0446
RKS,41.5942,-109.065
RKSG,36.9622,127.031
RKT,25.6135,55.9388
RKTI,37.0302,127.886
RKV,64.13,-21.9406
RKZ,29.3519,89.3114
RLG,53.9182,12.2783
RLK,40.926,107.743
RMA,-26.545,148.775
RME,43.2338,-75.407
RMF,25.5571,34.5837
RMG,34.3506,-85.158
RMI,44.0203,12.6117
RMK,-34.1964,140.674
RML,6.82199,79.8862
RMQ,24.2647,120.621
RMS,49.4369,7.60028
RMT,-22.6373,-152.806
RMU,37.803,-1.125
RMY,37.5109,-120.04
RNA,-9.86054,161.98
RNB,56.2667,15.265
RND,29.5297,-98.2789
RNE,46.0583,4.00139
RNI,12.1629,-83.0638
RNJ,27.044,128.402
RNL,-11.5339,160.063
RNN,55.0633,14.7596
RNO,39.4991,-119.768
RNS,48.0695,-1.73479
RNT,47.4931,-122.216
RNZ,40.9479,-87.1826
ROA,37.3255,-79.9754
ROB,6.23379,-10.3623
ROC,43.1189,-77.6724
ROD,-33.8122,19.9028
RODE,26.7258,127.765
ROI,16.1168,103.774
ROK,-23.3819,150.475
ROO,-16.586,-54.7248
ROP,14.1743,145.243
ROR,7.36731,134.544
ROS,-32.9036,-60.785
ROT,-38.1092,176.317
ROTM,26.2743,127.756
ROV,47.4939,39.9247
ROW,33.3016,-104.531
ROZ,36.6452,-6.34946
RPB,-14.7348,134.525
RPLN,17.0657,122.428
RPLT,20.7225,121.81
RPM,-14.7228,134.747
RPMB,6.10644,125.235
RPML,8.41562,124.611
RPN,32.981,35.5719
RPR,21.1804,81.7388
RPSB,11.1624,123.785
RPSM,10.1873,124.782
RPUF,14.9872,120.493
RPUG,16.0348,120.241
RPUL,13.955,121.125
RPUQ,17.5553,120.356
RPUZ,16.6192,121.252
RPVG,11.0355,125.742
RPVQ,11.5159,124.429
RPVW,11.6743,125.479
RPVY,11.81,124.83
RPVZ,9.2142,123.472
RQW,35.7672,43.1251
RRG,-19.7577,63.361
RRK,22.2567,84.8146
RRR,-16.045,-142.477
RRS,62.5784,11.3423
RSA,-36.5883,-64.2757
RSD,24.8951,-76.1769
RSH,61.7789,-161.319
RSL,38.8721,-98.8118
RSS,11.7859,34.3367
RST,43.9083,-92.5
RSU,34.8423,127.617
RSW,26.5362,-81.7552
RTA,-12.4825,177.071
RTB,16.3168,-86.523
RTC,17.0136,73.3278
RTG,-8.59701,120.477
RTM,51.9569,4.43722
RTN,36.7415,-104.502
RTS,-32.0067,115.54
RTW,51.565,46.0467
RUA,3.05,30.917
RUD,36.4253,55.1042
RUG,32.2579,120.502
RUH,24.9576,46.6988
RUI,33.4628,-105.535
RUK,28.627,82.195
RUM,27.3035,86.5504
RUN,-20.8871,55.5103
RUR,-22.4341,-151.361
RUS,-9.86167,160.825
RUT,43.5294,-72.9496
RUV,15.992,-90.4453
RVA,-22.8053,47.8206
RVD,-17.8347,-50.9561
RVE,6.95187,-71.8572
RVK,64.8383,11.1461
RVN,66.5648,25.8304
RVS,36.0396,-95.9846
RVT,-33.7972,120.208
RVV,-23.8852,-147.662
RVY,-30.9746,-55.4762
RWF,44.5472,-95.0823
RWI,35.8563,-77.8919
RWL,41.8056,-107.2
RWN,50.6071,26.1416
RXS,11.5977,122.752
RYB,58.1042,38.9294
RYG,59.3788,10.7854
RYK,28.3839,70.2796
RYN,45.6281,-0.9725
RZA,-50.0165,-68.5792
RZE,50.11,22.019
RZP,10.8187,119.508
RZR,36.9099,50.6796
RZS,26.9662,68.8781
SAA,41.4449,-106.824
SAB,17.645,-63.22
SAC,38.5125,-121.493
SACT,-30.3453,-66.2936
SAD,32.8548,-109.635
SADJ,-34.5606,-58.7896
SADM,-34.6763,-58.6428
SAF,35.6171,-106.089
SAG,19.6886,74.3789
SAH,15.4763,44.2197
SAK,65.7317,-19.5728
SAL,13.4409,-89.0557
SAN,32.7336,-117.19
SANI,-28.0378,-67.5803
SANO,-29.2239,-67.4389
SAOL,-22.1506,-65.5775
SAOM,-32.6836,-62.1578
SAOV,-32.3201,-63.2266
SAP,15.4526,-87.9236
SAQ,25.0538,-78.049
SASQ,-34.1354,-63.3623
SAT,29.5337,-98.4698
SATO,-27.5182,-55.1242
SAV,32.1276,-81.2021
SAW,40.8986,29.3092
SAWB,-64.2383,-56.6308
SAWL,-54.5219,-67.199
SAY,43.2563,11.255
SAZI,-36.1866,-61.0764
SBA,34.4262,-119.84
SBAF,-22.8751,-43.3847
SBAM,2.07751,-50.8582
SBAN,-16.2292,-48.9643
SBB,7.80351,-71.1657
SBBQ,-21.2672,-43.7611
SBCC,-9.33394,-54.9654
SBCO,-29.9459,-51.1444
SBD,34.0954,-117.235
SBES,-22.8129,-42.0926
SBFU,-20.7028,-46.3353
SBG,5.87413,95.3397
SBGP,-21.7737,-48.4051
SBH,17.9044,-62.8436
SBJC,-1.41416,-48.4607
SBJD,-23.1804,-46.9444
SBJR,-22.9875,-43.37
SBK,48.5378,-2.85444
SBL,-13.7622,-65.4352
SBLS,-19.6616,-43.8964
SBM,43.7696,-87.8514
SBMT,-23.5091,-46.6378
SBN,41.7087,-86.3173
SBNT,-5.91142,-35.2477
SBP,35.2368,-120.642
SBR,-9.37833,142.625
SBS,40.5163,-106.866
SBT,71.2192,72.0522
SBTS,2.22347,-55.9461
SBU,-29.6893,17.9396
SBW,2.2616,111.985
SBY,38.3405,-75.5103
SBYA,0.6075,-69.1858
SBZ,45.7856,24.0913
SCBQ,-33.5618,-70.6884
SCC,70.1947,-148.465
SCCL,-27.0781,-70.7953
SCE,40.8493,-77.8487
SCF,33.6229,-111.911
SCFX,-26.2939,-80.0962
SCH,42.8525,-73.9289
SCHA,-27.2969,-70.4131
SCHR,35.0717,-91.7388
SCI,7.80132,-72.2029
SCIC,-34.9667,-71.2164
SCIR,-33.665,-78.9297
SCK,37.8942,-121.238
SCL,-33.393,-70.7858
SCM,61.8453,-165.571
SCN,49.2146,7.10951
SCO,43.8601,51.092
SCPE,-22.9217,-68.1584
SCQ,42.8963,-8.41514
SCRT,-35.9606,-71.7933
SCS,60.4328,-1.29611
SCSN,-33.6564,-71.6144
SCSS,-53.317,-68.65
SCT,12.6307,53.9058
SCTB,-33.4563,-70.5467
SCU,19.9698,-75.8354
SCV,47.6875,26.3541
SCW,61.647,50.8451
SCY,-0.910206,-89.6174
SCZ,-10.7203,165.795
SDAG,-22.9753,-44.3071
SDAI,-22.7558,-47.2694
SDB,-32.9689,18.1603
SDD,-14.9247,13.575
SDE,-27.7656,-64.31
SDF,38.1744,-85.736
SDG,35.2459,47.0092
SDHU,-22.9517,-43.1658
SDJ,38.1397,140.917
SDK,5.9009,118.059
SDL,62.5281,17.4439
SDM,32.5723,-116.98
SDMC,-22.9195,-42.8309
SDN,61.83,6.10583
SDNS,-22.4625,-43.1306
SDP,55.315,-160.523
SDQ,18.4297,-69.6689
SDR,43.4271,-3.82001
SDS,38.0602,138.414
SDSK,-22.9297,-42.5069
SDT,34.8136,72.3528
SDTK,-23.2244,-44.7203
SDU,-22.9105,-43.1631
SDV,32.1147,34.7822
SDX,34.8486,-111.788
SDY,47.7069,-104.193
SEA,47.449,-122.309
SEB,26.987,14.4725
SECM,-1.70627,-79.3789
SEE,32.8262,-116.972
SEF,27.4564,-81.3424
SEGZ,-3.42321,-78.567
SEH,-3.45,140.779
SEIB,0.338419,-78.1364
SEK,67.4805,153.736
SEKK,0.184203,-79.392
SELJ,-1.70438,-79.5523
SEM,32.3439,-86.9878
SEMO,-2.06701,-76.9757
SEMX,-2.8511,-79.8036
SEN,51.5714,0.695556
